,name,type,f0,f1,f1:f0,palm_width,E_max,E_point,NE_max,NE_point,NW_max,NW_point,N_max,N_point,SE_max,SE_point,SW_max,SW_point,S_max,S_point,W_max,W_point,total_distance,total_area
274,2v2_35.65_50.50_1.1_63,2v2,35.65,50.50,1.1,635,0.08307145902680908,"(0.08307145902680908, 0.0)",0.043004581052279375,"(0.030408830884153262, 0.030408830884153262)",0.041078413663243406,"(-0.02904682486166554, 0.02904682486166554)",0.05199143079570665,"(0.0, 0.05199143079570665)",0.03670825528067823,"(0.02595665623449447, -0.02595665623449447)",0.0690947084807993,"(-0.04885733691088084, -0.04885733691088084)",0.035046984062611405,"(0.0, -0.035046984062611405)",0.08143355967526905,"(-0.08143355967526905, 0.0)",0.4414293920373965,0.008369782948453867
275,2v2_35.65_50.50_1.1_73,2v2,35.65,50.50,1.1,735,0.07818765693480861,"(0.07818765693480861, 0.0)",0.04015323751032266,"(0.028392626530143197, 0.028392626530143197)",0.03904249529748006,"(-0.02760721317929204, 0.02760721317929204)",0.04389983716558825,"(0.0, 0.04389983716558825)",0.037284547246085355,"(0.02636415619117717, -0.02636415619117717)",0.07146395600332668,"(-0.050532647900369376, -0.050532647900369376)",0.03477624944031043,"(0.0, -0.03477624944031043)",0.07848404376051468,"(-0.07848404376051468, 0.0)",0.42329202335843674,0.007773301551739347
276,2v2_35.65_55.45_0.9.1_53,2v2,35.65,55.45,0.9.1,535,0.07928921661279034,"(0.07928921661279034, 0.0)",0.03356341506654786,"(0.023732918393334728, 0.023732918393334728)",0.0484365890424597,"(-0.034249840569469274, 0.034249840569469274)",0.03533083436171237,"(0.0, 0.03533083436171237)",0.0338771195430364,"(0.023954740955948354, -0.023954740955948354)",0.07495665015777177,"(-0.053002355621588115, -0.053002355621588115)",0.03685293874975203,"(0.0, -0.03685293874975203)",0.09796856869366079,"(-0.09796856869366079, 0.0)",0.44027533222773124,0.008606882173699633
277,2v2_35.65_55.45_0.9.1_63,2v2,35.65,55.45,0.9.1,635,0.06907390873769967,"(0.06907390873769967, 0.0)",0.03405921575088174,"(0.02408350241934415, 0.02408350241934415)",0.05294389808624901,"(-0.03743698935923615, 0.03743698935923615)",0.03440368523850158,"(0.0, 0.03440368523850158)",0.03555524204029016,"(0.02514135275341819, -0.02514135275341819)",0.07711086511136125,"(-0.0545256156234047, -0.0545256156234047)",0.025784014010552678,"(0.0, -0.025784014010552678)",0.09268425748363723,"(-0.09268425748363723, 0.0)",0.42161508645917334,0.008047152388290667
278,2v2_35.65_55.45_0.9.1_73,2v2,35.65,55.45,0.9.1,735,0.06738820326089316,"(0.06738820326089316, 0.0)",0.03123482033960983,"(0.02208635327128161, 0.02208635327128161)",0.05009572620434865,"(-0.035423027707559555, 0.035423027707559555)",0.04016970612211761,"(0.0, 0.04016970612211761)",0.03870126920450518,"(0.027365929895031713, -0.027365929895031713)",0.08066359756737614,"(-0.057037776834794364, -0.057037776834794364)",0.031633851918519224,"(0.0, -0.031633851918519224)",0.0870022177551519,"(-0.0870022177551519, 0.0)",0.42688939237252166,0.008178472426793787
279,2v2_35.65_55.45_0.95.1_53,2v2,35.65,55.45,0.95.1,535,0.08181201600649628,"(0.08181201600649628, 0.0)",0.03772853320445637,"(0.026678101673092924, 0.026678101673092924)",0.04779757323719449,"(-0.033797988160280866, 0.033797988160280866)",0.04001468035338691,"(0.0, 0.04001468035338691)",0.033602932814219694,"(0.0237608616606907, -0.0237608616606907)",0.07623332434065885,"(-0.05390510059367337, -0.05390510059367337)",0.041662637140652846,"(0.0, -0.041662637140652846)",0.09413933403433616,"(-0.09413933403433616, 0.0)",0.45299103113140154,0.009019261925477246
280,2v2_35.65_55.45_0.95.1_63,2v2,35.65,55.45,0.95.1,635,0.0773301767008571,"(0.0773301767008571, 0.0)",0.03723671261017395,"(0.026330331995748624, 0.026330331995748624)",0.050364294283295356,"(-0.035612934017393016, 0.035612934017393016)",0.04394138803542404,"(0.0, 0.04394138803542404)",0.03337003978873904,"(0.02359618142308228, -0.02359618142308228)",0.0813031504389606,"(-0.05749000900721907, -0.05749000900721907)",0.03220479668307274,"(0.0, -0.03220479668307274)",0.08678758440920077,"(-0.08678758440920077, 0.0)",0.44253814294972355,0.00863712149795358
281,2v2_35.65_55.45_0.95.1_73,2v2,35.65,55.45,0.95.1,735,0.07241475404474146,"(0.07241475404474146, 0.0)",0.03532990063635993,"(0.024982012318617023, 0.024982012318617023)",0.044051395689463965,"(-0.031149040612751817, 0.031149040612751817)",0.042935636958116155,"(0.0, 0.042935636958116155)",0.033177739977508995,"(0.023460204922540622, -0.023460204922540622)",0.08077122081517758,"(-0.057113877963128085, -0.057113877963128085)",0.02989606832376018,"(0.0, -0.02989606832376018)",0.08152255825268431,"(-0.08152255825268431, 0.0)",0.4200992746978126,0.007761110482933394
282,2v2_35.65_55.45_1.0.95_53,2v2,35.65,55.45,1.0.95,535,0.09322872371248447,"(0.09322872371248447, 0.0)",0.047458447826400074,"(0.03355819028263546, 0.03355819028263546)",0.0400420699655124,"(-0.028314019205360003, 0.028314019205360003)",0.041337760577684936,"(0.0, 0.041337760577684936)",0.034405893471612416,"(0.024328640586559105, -0.024328640586559105)",0.07657459677632386,"(-0.054146416647164144, -0.054146416647164144)",0.03114071494507971,"(0.0, -0.03114071494507971)",0.08027507286285734,"(-0.08027507286285734, 0.0)",0.4444632801379552,0.008508830413950562
283,2v2_35.65_55.45_1.0.95_63,2v2,35.65,55.45,1.0.95,635,0.08774247232491367,"(0.08774247232491367, 0.0)",0.05550746897923727,"(0.0392497077217206, 0.0392497077217206)",0.03676459481463295,"(-0.02599649430100274, 0.02599649430100274)",0.04436737613685119,"(0.0, 0.04436737613685119)",0.03831435671017571,"(0.027092341446565544, -0.027092341446565544)",0.07950265172923698,"(-0.05621686416005587, -0.05621686416005587)",0.03496540012077791,"(0.0, -0.03496540012077791)",0.07862587274396066,"(-0.07862587274396066, 0.0)",0.45579019355978634,0.009046427483881021
284,2v2_35.65_55.45_1.0.95_73,2v2,35.65,55.45,1.0.95,735,0.0826916883674184,"(0.0826916883674184, 0.0)",0.04948567236346308,"(0.03499165449978047, 0.03499165449978047)",0.034262207033320766,"(-0.024227038931678536, 0.024227038931678536)",0.043020957014720126,"(0.0, 0.043020957014720126)",0.041705222008133314,"(0.02949004529284151, -0.02949004529284151)",0.0822837207439866,"(-0.05818337691933312, -0.05818337691933312)",0.03897657778337827,"(0.0, -0.03897657778337827)",0.07176205888253168,"(-0.07176205888253168, 0.0)",0.44418810419695226,0.008605448282228811
285,2v2_35.65_55.45_1.0.9_53,2v2,35.65,55.45,1.0.9,535,0.0984287786544789,"(0.0984287786544789, 0.0)",0.058298715320698975,"(0.041223416937730316, 0.041223416937730316)",0.032397809626455484,"(-0.02290871088245748, 0.02290871088245748)",0.04052080818876861,"(0.0, 0.04052080818876861)",0.043122672730306316,"(0.03049233431048781, -0.03049233431048781)",0.07648736629459088,"(-0.05408473538200459, -0.05408473538200459)",0.0442991373774094,"(0.0, -0.0442991373774094)",0.07664666903498248,"(-0.07664666903498248, 0.0)",0.47020195722769104,0.009652780939385666
286,2v2_35.65_55.45_1.0.9_63,2v2,35.65,55.45,1.0.9,635,0.1005632633161596,"(0.1005632633161596, 0.0)",0.0460945782645506,"(0.03259378886679777, 0.03259378886679777)",0.03152975380627035,"(-0.02229490272555612, 0.02229490272555612)",0.047485888109962716,"(0.0, 0.047485888109962716)",0.04180857417633262,"(0.029563126311825574, -0.029563126311825574)",0.07836089354027219,"(-0.055409519202163596, -0.055409519202163596)",0.03971173622473427,"(0.0, -0.03971173622473427)",0.06835687796603816,"(-0.06835687796603816, 0.0)",0.45391156540432054,0.008771591733794465
287,2v2_35.65_55.45_1.0.9_73,2v2,35.65,55.45,1.0.9,735,0.09539519196853963,"(0.09539519196853963, 0.0)",0.045259219178910695,"(0.032003100792616, 0.032003100792616)",0.030020347183745487,"(-0.02122759106720091, 0.02122759106720091)",0.039580653023287345,"(0.0, 0.039580653023287345)",0.04340490732293715,"(0.030691904304822493, -0.030691904304822493)",0.08142045637920173,"(-0.05757295683303704, -0.05757295683303704)",0.038425797393236955,"(0.0, -0.038425797393236955)",0.06355843976325165,"(-0.06355843976325165, 0.0)",0.4370650122131106,0.00824389756974287
288,2v2_35.65_55.45_1.1_53,2v2,35.65,55.45,1.1,535,0.08726564986788891,"(0.08726564986788891, 0.0)",0.04731767934710405,"(0.03345865193634792, 0.03345865193634792)",0.04524376850965897,"(-0.03199217551961424, 0.03199217551961424)",0.046964829426884715,"(0.0, 0.046964829426884715)",0.036214768635734806,"(0.025607708481429976, -0.025607708481429976)",0.07814044999960135,"(-0.055253642079686464, -0.055253642079686464)",0.04962373663574847,"(0.0, -0.04962373663574847)",0.08511312273040639,"(-0.08511312273040639, 0.0)",0.47588400515302764,0.009833378809902885
289,2v2_35.65_55.45_1.1_63,2v2,35.65,55.45,1.1,635,0.0825277291143269,"(0.0825277291143269, 0.0)",0.03558013945878221,"(0.025158957886867957, 0.025158957886867957)",0.04140926374483811,"(-0.029280771197917277, 0.029280771197917277)",0.044070087878432175,"(0.0, 0.044070087878432175)",0.028829466857775737,"(0.02038551151312605, -0.02038551151312605)",0.08047255281760611,"(-0.0569026877967219, -0.0569026877967219)",0.03632113396739929,"(0.0, -0.03632113396739929)",0.08106071413267317,"(-0.08106071413267317, 0.0)",0.4302710879718337,0.007975566525952216
290,2v2_35.65_55.45_1.1_73,2v2,35.65,55.45,1.1,735,0.07752560973759487,"(0.07752560973759487, 0.0)",0.03855431053536728,"(0.027262014423530153, 0.027262014423530153)",0.0394085178372896,"(-0.02786603019925849, 0.02786603019925849)",0.05076124587819084,"(0.0, 0.05076124587819084)",0.03687108006922356,"(0.026071790746620135, -0.026071790746620135)",0.08315556894965989,"(-0.05879986669773002, -0.05879986669773002)",0.03549968546414208,"(0.0, -0.03549968546414208)",0.07984100233613364,"(-0.07984100233613364, 0.0)",0.4416170208076018,0.00843275660701683
291,2v2_35.65_60.40_0.9.1_53,2v2,35.65,60.40,0.9.1,535,0.07573872902986756,"(0.07573872902986756, 0.0)",0.035134309311551995,"(0.024843708366504076, 0.024843708366504076)",0.04986943859862344,"(-0.03526301820705279, 0.03526301820705279)",0.03235040438373739,"(0.0, 0.03235040438373739)",0.03311298947691055,"(0.023414419404482238, -0.023414419404482238)",0.0843794236143756,"(-0.05966526263033729, -0.05966526263033729)",0.033404322774649456,"(0.0, -0.033404322774649456)",0.08786260201596664,"(-0.08786260201596664, 0.0)",0.4318522192056826,0.008357676223777316
292,2v2_35.65_60.40_0.9.1_63,2v2,35.65,60.40,0.9.1,635,0.07049761243523264,"(0.07049761243523264, 0.0)",0.03367726826099497,"(0.023813424759188035, 0.023813424759188035)",0.04925792984042591,"(-0.034830616217376355, 0.034830616217376355)",0.03357890781187432,"(0.0, 0.03357890781187432)",0.03663853806674594,"(0.025907358719757512, -0.025907358719757512)",0.08742722919056217,"(-0.06182038662099698, -0.06182038662099698)",0.030746263628822542,"(0.0, -0.030746263628822542)",0.0924617089637591,"(-0.0924617089637591, 0.0)",0.43428545819841763,0.008554108325324418
293,2v2_35.65_60.40_0.9.1_73,2v2,35.65,60.40,0.9.1,735,0.06672810664330307,"(0.06672810664330307, 0.0)",0.0347609676428478,"(0.024579715940863837, 0.024579715940863837)",0.04746982061453464,"(-0.03356623205824641, 0.03356623205824641)",0.03313415710871488,"(0.0, 0.03313415710871488)",0.03748954085359265,"(0.026509108561145474, -0.026509108561145474)",0.08833067035284742,"(-0.06245921599325194, -0.06245921599325194)",0.03145870409631032,"(0.0, -0.03145870409631032)",0.08709640524915606,"(-0.08709640524915606, 0.0)",0.4264683725613068,0.008248988519857564
294,2v2_35.65_60.40_0.95.1_53,2v2,35.65,60.40,0.95.1,535,0.0861802729606517,"(0.0861802729606517, 0.0)",0.038811384716094424,"(0.027443793319990292, 0.027443793319990292)",0.05432480710081783,"(-0.038413439487639395, 0.038413439487639395)",0.03787080237542327,"(0.0, 0.03787080237542327)",0.03480779911391011,"(0.024612830791624938, -0.024612830791624938)",0.08709185881729968,"(-0.06158324395585402, -0.06158324395585402)",0.05163030742729144,"(0.0, -0.05163030742729144)",0.09188988305922136,"(-0.09188988305922136, 0.0)",0.48260711557070984,0.010309666855084875
295,2v2_35.65_60.40_0.95.1_63,2v2,35.65,60.40,0.95.1,635,0.07445466615877777,"(0.07445466615877777, 0.0)",0.034313318664185875,"(0.02426318031246076, 0.02426318031246076)",0.048920141182615826,"(-0.03459176356683094, 0.03459176356683094)",0.03510509682897563,"(0.0, 0.03510509682897563)",0.012518348506703626,"(0.008851809118346625, -0.008851809118346625)",0.0897628566425987,"(-0.06347192463065747, -0.06347192463065747)",0.01520927770984265,"(0.0, -0.01520927770984265)",0.08580973597579972,"(-0.08580973597579972, 0.0)",0.3960934416694998,0.007023242465654816
296,2v2_35.65_60.40_0.95.1_73,2v2,35.65,60.40,0.95.1,735,0.07100887994487282,"(0.07100887994487282, 0.0)",0.03560313549486848,"(0.025175218539924972, 0.025175218539924972)",0.04490352551300052,"(-0.03175158738942581, 0.03175158738942581)",0.03680303432135724,"(0.0, 0.03680303432135724)",0.03811387899093312,"(0.026950582291812294, -0.026950582291812294)",0.09229972622398686,"(-0.06526576231464291, -0.06526576231464291)",0.03405850004889673,"(0.0, -0.03405850004889673)",0.08180223001001022,"(-0.08180223001001022, 0.0)",0.4345929105479259,0.00843672992922809
297,2v2_35.65_60.40_1.0.95_53,2v2,35.65,60.40,1.0.95,535,0.09395397001691888,"(0.09395397001691888, 0.0)",0.05428498489981368,"(0.03838528093926759, 0.03838528093926759)",0.03737858044622406,"(-0.02643064770465192, 0.02643064770465192)",0.04148257442007973,"(0.0, 0.04148257442007973)",0.04059819944106464,"(0.02870726212874071, -0.02870726212874071)",0.0858559835128667,"(-0.060709348147388466, -0.060709348147388466)",0.04488208872973869,"(0.0, -0.04488208872973869)",0.08072287165051195,"(-0.08072287165051195, 0.0)",0.47915925311721835,0.010019868650232277
298,2v2_35.65_60.40_1.0.95_63,2v2,35.65,60.40,1.0.95,635,0.08672399531746856,"(0.08672399531746856, 0.0)",0.04779210026126668,"(0.03379411818188904, 0.03379411818188904)",0.0349465863886391,"(-0.024710968214728207, 0.024710968214728207)",0.04477313858142777,"(0.0, 0.04477313858142777)",0.039063989604279786,"(0.027622411949387034, -0.027622411949387034)",0.09048000741236385,"(-0.06397902680309156, -0.06397902680309156)",0.03612260182527185,"(0.0, -0.03612260182527185)",0.07462623551324492,"(-0.07462623551324492, 0.0)",0.4545286549039625,0.008936612983510124
299,2v2_35.65_60.40_1.0.95_73,2v2,35.65,60.40,1.0.95,735,0.08338887325405883,"(0.08338887325405883, 0.0)",0.048980429745162625,"(0.03463439401823577, 0.03463439401823577)",0.03671638664571291,"(-0.025962405977850794, 0.025962405977850794)",0.03761268398912824,"(0.0, 0.03761268398912824)",0.040318812125311264,"(0.028509705463193993, -0.028509705463193993)",0.09446616300853246,"(-0.06679766445600709, -0.06679766445600709)",0.038523953133754965,"(0.0, -0.038523953133754965)",0.06918148173853876,"(-0.06918148173853876, 0.0)",0.44918878364020004,0.008816809684129049
300,2v2_35.65_60.40_1.0.9_53,2v2,35.65,60.40,1.0.9,535,0.10456813352300598,"(0.10456813352300598, 0.0)",0.047531111499597795,"(0.03360957125869949, 0.03360957125869949)",0.030092777710590702,"(-0.021278807183898074, 0.021278807183898074)",0.04265509610222341,"(0.0, 0.04265509610222341)",0.03584364863563207,"(0.02534528701272338, -0.02534528701272338)",0.08633775189336179,"(-0.06105000983619781, -0.06105000983619781)",0.03671982740501203,"(0.0, -0.03671982740501203)",0.0731220533846643,"(-0.0731220533846643, 0.0)",0.4568704001540881,0.008849270545528561
301,2v2_35.65_60.40_1.0.9_63,2v2,35.65,60.40,1.0.9,635,0.09202738102734313,"(0.09202738102734313, 0.0)",0.046437811767863275,"(0.03283649160452058, 0.03283649160452058)",0.032194407192719494,"(-0.022764883642252914, 0.022764883642252914)",0.030519604935303264,"(0.0, 0.030519604935303264)",0.043158488626721524,"(0.030517659973717276, -0.030517659973717276)",0.09053188828913142,"(-0.06401571212286782, -0.06401571212286782)",0.0372724392009687,"(0.0, -0.0372724392009687)",0.06842780204019491,"(-0.06842780204019491, 0.0)",0.4405698230802457,0.008494471722612001
302,2v2_35.65_60.40_1.0.9_73,2v2,35.65,60.40,1.0.9,735,0.06186229953621301,"(0.06186229953621301, 0.0)",0.05384045722750413,"(0.038070952407752434, 0.038070952407752434)",0.030938829589697753,"(-0.021877056204850292, 0.021877056204850292)",0.04716189836486893,"(0.0, 0.04716189836486893)",0.042599567881133095,"(0.030122443324365856, -0.030122443324365856)",0.09573354321925508,"(-0.06769383759735069, -0.06769383759735069)",0.03626207786302878,"(0.0, -0.03626207786302878)",0.06341573289919687,"(-0.06341573289919687, 0.0)",0.43181440658089765,0.008136543817246777
303,2v2_35.65_60.40_1.1_53,2v2,35.65,60.40,1.1,535,0.0856790926045627,"(0.0856790926045627, 0.0)",0.04730023847011392,"(0.03344631937395836, 0.03344631937395836)",0.045057121107671974,"(-0.03186019587597838, 0.03186019587597838)",0.04313082093443833,"(0.0, 0.04313082093443833)",0.03440392980088298,"(0.0243272520616703, -0.0243272520616703)",0.08909281160993378,"(-0.06299813124435974, -0.06299813124435974)",0.03996394146939428,"(0.0, -0.03996394146939428)",0.08750429710379226,"(-0.08750429710379226, 0.0)",0.4721322531007902,0.009778544269284062
304,2v2_35.65_60.40_1.1_63,2v2,35.65,60.40,1.1,635,0.0810676012619718,"(0.0810676012619718, 0.0)",0.04155156735189195,"(0.029381395043452354, 0.029381395043452354)",0.040947365387014635,"(-0.02895415973688137, 0.02895415973688137)",0.039391000028395365,"(0.0, 0.039391000028395365)",0.03647081706341077,"(0.025788762060951806, -0.025788762060951806)",0.09118591965315842,"(-0.06447818213548, -0.06447818213548)",0.03306019419623542,"(0.0, -0.03306019419623542)",0.08096456481346197,"(-0.08096456481346197, 0.0)",0.4446390297555403,0.00865967987077094
305,2v2_35.65_60.40_1.1_73,2v2,35.65,60.40,1.1,735,0.08300353570594826,"(0.08300353570594826, 0.0)",0.038728933304858854,"(0.027385491367987222, 0.027385491367987222)",0.03872889003374255,"(-0.027385460770687455, 0.027385460770687455)",0.04352442972260676,"(0.0, 0.04352442972260676)",0.040571941566923245,"(0.028688695007875787, -0.028688695007875787)",0.09386065835774855,"(-0.06636950801139781, -0.06636950801139781)",0.03671568419048072,"(0.0, -0.03671568419048072)",0.07528206185886573,"(-0.07528206185886573, 0.0)",0.45041613474117465,0.008793212254715082
306,2v2_35.65_65.35_0.9.1_53,2v2,35.65,65.35,0.9.1,535,0.0764925080526509,"(0.0764925080526509, 0.0)",0.036163967632388036,"(0.025571786747472392, 0.025571786747472392)",0.05866441288816496,"(-0.041482004167548936, 0.041482004167548936)",0.0329985259799742,"(0.0, 0.0329985259799742)",0.03234950115134818,"(0.022874551632120325, -0.022874551632120325)",0.09807739153781397,"(-0.06935118863747637, -0.06935118863747637)",0.03504545966076513,"(0.0, -0.03504545966076513)",0.08560751353316419,"(-0.08560751353316419, 0.0)",0.45539928043626954,0.009319352851734944
307,2v2_35.65_65.35_0.9.1_63,2v2,35.65,65.35,0.9.1,635,0.07362269126578534,"(0.07362269126578534, 0.0)",0.03324892398594429,"(0.02351053961761726, 0.02351053961761726)",0.05026900778990251,"(-0.03554555629175945, 0.03554555629175945)",0.03270158718501527,"(0.0, 0.03270158718501527)",0.033769669766513064,"(0.023878762490331724, -0.023878762490331724)",0.10043550114579385,"(-0.0710186239320601, -0.0710186239320601)",0.03123619445907491,"(0.0, -0.03123619445907491)",0.09149048320207018,"(-0.09149048320207018, 0.0)",0.44677405880009946,0.009066998792119606
308,2v2_35.65_65.35_0.9.1_73,2v2,35.65,65.35,0.9.1,735,0.07002491218821215,"(0.07002491218821215, 0.0)",0.03290244632241101,"(0.023265542912203206, 0.023265542912203206)",0.047325492610519146,"(-0.033464176747891934, 0.033464176747891934)",0.037375558140257406,"(0.0, 0.037375558140257406)",0.032488507716800855,"(0.02297284411718136, -0.02297284411718136)",0.10391472000410727,"(-0.07347880318000563, -0.07347880318000563)",0.02980153136296867,"(0.0, -0.02980153136296867)",0.08392743196907682,"(-0.08392743196907682, 0.0)",0.43776060031435327,0.008604000195649846
309,2v2_35.65_65.35_0.95.1_53,2v2,35.65,65.35,0.95.1,535,0.0841843637870959,"(0.0841843637870959, 0.0)",0.038756670454847236,"(0.027405104494834798, 0.027405104494834798)",0.05258920363923517,"(-0.03718618251050346, 0.03718618251050346)",0.03799106007030771,"(0.0, 0.03799106007030771)",0.033155617452070706,"(0.023444561934786237, -0.023444561934786237)",0.09728276143281268,"(-0.06878930030169499, -0.06878930030169499)",0.04735247438378605,"(0.0, -0.04735247438378605)",0.09217078758385902,"(-0.09217078758385902, 0.0)",0.4834829388040145,0.01043499179802633
310,2v2_35.65_65.35_0.95.1_63,2v2,35.65,65.35,0.95.1,635,0.07780921023902423,"(0.07780921023902423, 0.0)",0.03755511101519146,"(0.026555473667055487, 0.026555473667055487)",0.046736520281927034,"(-0.03304771042041322, 0.03304771042041322)",0.040290777575690814,"(0.0, 0.040290777575690814)",0.03568710649191917,"(0.025234595001362506, -0.025234595001362506)",0.10072088617360107,"(-0.0712204216204717, -0.0712204216204717)",0.033135927345537684,"(0.0, -0.033135927345537684)",0.0878281420934889,"(-0.0878281420934889, 0.0)",0.45976368121638034,0.009392502856894412
311,2v2_35.65_65.35_0.95.1_73,2v2,35.65,65.35,0.95.1,735,0.0721650921888486,"(0.0721650921888486, 0.0)",0.03584114167810462,"(0.025343514326055572, 0.025343514326055572)",0.04377899469926009,"(-0.030956424025376728, 0.030956424025376728)",0.0433849227557342,"(0.0, 0.0433849227557342)",0.036038374424461825,"(0.0254829789384768, -0.0254829789384768)",0.10431354848260646,"(-0.07376081750168272, -0.07376081750168272)",0.02872956809796741,"(0.0, -0.02872956809796741)",0.0806536505760684,"(-0.0806536505760684, 0.0)",0.4449052929030516,0.008703763132070974
312,2v2_35.65_65.35_1.0.95_53,2v2,35.65,65.35,1.0.95,535,0.09750720489239424,"(0.09750720489239424, 0.0)",0.047540982271305036,"(0.033616550948309225, 0.033616550948309225)",0.036803496952244885,"(-0.026024002266310794, 0.026024002266310794)",0.0385403721933852,"(0.0, 0.0385403721933852)",0.04046780583621685,"(0.028615059926529476, -0.028615059926529476)",0.09806964998859626,"(-0.06934571453552764, -0.06934571453552764)",0.04769383602941132,"(0.0, -0.04769383602941132)",0.07941708239325812,"(-0.07941708239325812, 0.0)",0.48604043055681184,0.010306354661324147
313,2v2_35.65_65.35_1.0.95_63,2v2,35.65,65.35,1.0.95,635,0.08672572610544163,"(0.08672572610544163, 0.0)",0.04094811669543107,"(0.02895469099215739, 0.02895469099215739)",0.031070645020954756,"(-0.02197026379015715, 0.02197026379015715)",0.03460753293728092,"(0.0, 0.03460753293728092)",0.01193726630015078,"(0.008440921949666265, -0.008440921949666265)",0.10298914346354462,"(-0.0728243217316666, -0.0728243217316666)",0.018886960908177056,"(0.0, -0.018886960908177056)",0.07218975009908325,"(-0.07218975009908325, 0.0)",0.399355141530064,0.006691799827832823
314,2v2_35.65_65.35_1.0.95_73,2v2,35.65,65.35,1.0.95,735,0.08035471015963128,"(0.08035471015963128, 0.0)",0.043170773271968436,"(0.03052634652967584, 0.03052634652967584)",0.03085803171368163,"(-0.02181992347881382, 0.02181992347881382)",0.03778247797244279,"(0.0, 0.03778247797244279)",0.013855090791489038,"(0.009797028652617189, -0.009797028652617189)",0.1058079575964458,"(-0.0748175243199455, -0.0748175243199455)",0.027613708841840154,"(0.0, -0.027613708841840154)",0.07074652635522626,"(-0.07074652635522626, 0.0)",0.4101892767027254,0.007195615148065031
315,2v2_35.65_65.35_1.0.9_53,2v2,35.65,65.35,1.0.9,535,0.09534947829729046,"(0.09534947829729046, 0.0)",0.05071178657265037,"(0.035858648171605986, 0.035858648171605986)",0.03687281798084361,"(-0.026073019635711778, 0.026073019635711778)",0.0392752883221394,"(0.0, 0.0392752883221394)",0.016421176487331393,"(0.01161152524925312, -0.01161152524925312)",0.09892454860924306,"(-0.06995021914741402, -0.06995021914741402)",0.03352438769275208,"(0.0, -0.03352438769275208)",0.07341485068600605,"(-0.07341485068600605, 0.0)",0.4444943346482564,0.008371239828732543
316,2v2_35.65_65.35_1.0.9_63,2v2,35.65,65.35,1.0.9,635,0.08648125781530215,"(0.08648125781530215, 0.0)",0.05324483105662914,"(0.03764978110327455, 0.03764978110327455)",0.031234061733688947,"(-0.022085816855890707, 0.022085816855890707)",0.03896674946315804,"(0.0, 0.03896674946315804)",0.035251956395239245,"(0.024926897417166152, -0.024926897417166152)",0.10286022640283884,"(-0.0727331636038309, -0.0727331636038309)",0.032799988242125086,"(0.0, -0.032799988242125086)",0.07036710706884208,"(-0.07036710706884208, 0.0)",0.45120617817782355,0.00880739907571992
317,2v2_35.65_65.35_1.0.9_73,2v2,35.65,65.35,1.0.9,735,0.09412969745224256,"(0.09412969745224256, 0.0)",0.04632160921892087,"(0.03275432399417224, 0.03275432399417224)",0.030607926757158205,"(-0.02164307256804774, 0.02164307256804774)",0.03714373160184407,"(0.0, 0.03714373160184407)",0.04626109835593384,"(0.03271153635261866, -0.03271153635261866)",0.10626052716009389,"(-0.0751375393273597, -0.0751375393273597)",0.03802656341611605,"(0.0, -0.03802656341611605)",0.06304313731997707,"(-0.06304313731997707, 0.0)",0.4617942912822865,0.009192643523494068
318,2v2_35.65_65.35_1.1_53,2v2,35.65,65.35,1.1,535,0.09065706337362728,"(0.09065706337362728, 0.0)",0.04583356906767008,"(0.032409227493731506, 0.032409227493731506)",0.04491022733209115,"(-0.031756326291151084, 0.031756326291151084)",0.04002135649717987,"(0.0, 0.04002135649717987)",0.035898631247228294,"(0.025384165590230413, -0.025384165590230413)",0.09723551409026798,"(-0.06875589138538858, -0.06875589138538858)",0.04425526547552979,"(0.0, -0.04425526547552979)",0.08629333134848079,"(-0.08629333134848079, 0.0)",0.4851049584320752,0.010323549560061615
319,2v2_35.65_65.35_1.1_63,2v2,35.65,65.35,1.1,635,0.08026969364490816,"(0.08026969364490816, 0.0)",0.043222173105252615,"(0.03056269170034294, 0.03056269170034294)",0.040222860031592915,"(-0.0284418570870567, 0.0284418570870567)",0.03447565702371573,"(0.0, 0.03447565702371573)",0.031976244087198645,"(0.022610619030934406, -0.022610619030934406)",0.10139204954399872,"(-0.07169500579096388, -0.07169500579096388)",0.03226948049893843,"(0.0, -0.03226948049893843)",0.08150500617780662,"(-0.08150500617780662, 0.0)",0.44533316411341184,0.008753637548974163
320,2v2_35.65_65.35_1.1_73,2v2,35.65,65.35,1.1,735,0.07996303772721444,"(0.07996303772721444, 0.0)",0.0409939256281139,"(0.02898708279909634, 0.02898708279909634)",0.04000765164711069,"(-0.028289681779021116, 0.028289681779021116)",0.0391855649680083,"(0.0, 0.0391855649680083)",0.039825197705863694,"(0.028160667359911153, -0.028160667359911153)",0.10531554202780727,"(-0.07446933393219936, -0.07446933393219936)",0.03705760902730967,"(0.0, -0.03705760902730967)",0.07643862995500467,"(-0.07643862995500467, 0.0)",0.4587871586864326,0.009236055460184545
